1950,3,1
1950,4,18
1950,5,79
1950,6,114
1950,7,102
1950,8,100
1950,9,59
1950,10,17
1951,4,4
1951,5,56
1951,6,108
1951,7,127
1951,8,125
1951,9,87
1951,10,15
1952,4,37
1952,5,66
1952,6,92
1952,7,130
1952,8,108
1952,9,35
1953,3,5
1953,4,18
1953,5,67
1953,6,111
1953,7,124
1953,8,108
1953,9,56
1953,10,36
1953,12,3
1954,4,3
1954,5,89
1954,6,110
1954,7,122
1954,8,113
1954,9,70
1954,10,6
1955,4,9
1955,5,27
1955,6,101
1955,7,135
1955,8,116
1955,9,115
1955,10,53
1956,3,8
1956,4,11
1956,5,129
1956,6,163
1956,7,207
1956,8,132
1956,9,83
1956,10,29
1957,3,3
1957,4,35
1957,5,86
1957,6,140
1957,7,190
1957,8,161
1957,9,68
1957,10,15
1958,4,11
1958,5,83
1958,6,163
1958,7,190
1958,8,154
1958,9,110
1958,10,45
1959,4,30
1959,5,122
1959,6,194
1959,7,212
1959,8,208
1959,9,116
1959,10,21
1960,3,1
1960,4,22
1960,5,138
1960,6,215
1960,7,182
1960,8,169
1960,9,108
1960,10,5
1961,3,24
1961,4,91
1961,5,199
1961,6,373
1961,7,343
1961,8,276
1961,9,228
1961,10,137
1961,11,1
1962,4,37
1962,5,108
1962,6,310
1962,7,317
1962,8,267
1962,9,123
1962,10,93
1963,4,27
1963,5,233
1963,6,328
1963,7,357
1963,8,319
1963,9,196
1963,10,52
1964,3,4
1964,4,87
1964,5,262
1964,6,247
1964,7,342
1964,8,292
1964,9,176
1964,10,59
1965,3,11
1965,4,53
1965,5,188
1965,6,320
1965,7,323
1965,8,324
1965,9,237
1965,10,76
1966,4,20
1966,5,202
1966,6,395
1966,7,321
1966,8,315
1966,9,193
1966,10,19
1967,3,3
1967,4,53
1967,5,180
1967,6,333
1967,7,380
1967,8,337
1967,9,236
1967,10,71
1968,3,3
1968,4,131
1968,5,148
1968,6,377
1968,7,364
1968,8,343
1968,9,224
1968,10,36
1969,4,33
1969,5,217
1969,6,357
1969,7,389
1969,8,395
1969,9,214
1969,10,102
1970,4,2
1970,5,235
1970,6,393
1970,7,347
1970,8,355
1970,9,187
1970,10,45
1971,4,21
1971,5,261
1971,6,337
1971,7,370
1971,8,320
1971,9,202
1971,10,83
1971,11,14
1972,3,2
1972,4,11
1972,5,195
1972,6,368
1972,7,412
1972,8,326
1972,9,186
1972,10,65
1972,11,2
1973,3,14
1973,4,19
1973,5,260
1973,6,476
1973,7,502
1973,8,425
1973,9,210
1973,10,63
1974,3,39
1974,4,148
1974,5,329
1974,6,420
1974,7,412
1974,8,403
1974,9,267
1974,10,6
1975,4,75
1975,5,311
1975,6,422
1975,7,505
1975,8,525
1975,9,306
1975,10,99
1975,11,2
1976,2,3
1976,3,8
1976,4,61
1976,5,358
1976,6,512
1976,7,550
1976,8,544
1976,9,218
1976,10,44
1977,3,1
1977,4,23
1977,5,313
1977,6,513
1977,7,392
1977,8,435
1977,9,222
1977,10,60
1977,11,6
1978,4,29
1978,5,318
1978,6,485
1978,7,398
1978,8,421
1978,9,176
1978,10,84
1978,11,27
1979,4,27
1979,5,264
1979,6,510
1979,7,389
1979,8,382
1979,9,255
1979,10,68
1980,4,74
1980,5,257
1980,6,393
1980,7,480
1980,8,345
1980,9,228
1980,10,27
1981,3,7
1981,4,56
1981,5,351
1981,6,292
1981,7,407
1981,8,355
1981,9,223
1981,10,69
1982,3,24
1982,4,72
1982,5,255
1982,6,354
1982,7,457
1982,8,416
1982,9,236
1982,10,51
1982,11,2
1983,4,61
1983,5,226
1983,6,318
1983,7,466
1983,8,436
1983,9,239
1983,10,79
1983,11,8
1984,3,1
1984,4,98
1984,5,332
1984,6,316
1984,7,370
1984,8,361
1984,9,167
1984,10,109
1984,11,23
1985,4,7
1985,5,351
1985,6,439
1985,7,416
1985,8,412
1985,9,188
1985,10,169
1986,4,29
1986,5,330
1986,6,512
1986,7,492
1986,8,288
1986,9,168
1986,10,64
1986,11,1
1987,4,102
1987,5,208
1987,6,316
1987,7,457
1987,8,293
1987,9,220
1987,10,90
1988,4,35
1988,5,387
1988,6,598
1988,7,464
1988,8,472
1988,9,342
1988,10,45
1989,2,1
1989,3,1
1989,4,78
1989,5,297
1989,6,403
1989,7,379
1989,8,300
1989,9,280
1989,10,54
1989,11,3
1990,2,2
1990,3,57
1990,4,123
1990,5,307
1990,6,382
1990,7,355
1990,8,407
1990,9,178
1990,10,86
1990,11,1
1991,3,12
1991,4,64
1991,5,231
1991,6,239
1991,7,468
1991,8,412
1991,9,226
1991,10,40
1992,4,24
1992,5,356
1992,6,444
1992,7,410
1992,8,340
1992,9,188
1992,10,40
1993,3,1
1993,4,104
1993,5,349
1993,6,313
1993,7,310
1993,8,293
1993,9,144
1993,10,27
1994,4,99
1994,5,266
1994,6,335
1994,7,478
1994,8,381
1994,9,180
1994,10,54
1994,11,1
1995,3,1
1995,4,36
1995,5,243
1995,6,387
1995,7,418
1995,8,517
1995,9,284
1995,10,186
1996,4,131
1996,5,238
1996,6,490
1996,7,507
1996,8,620
1996,9,232
1996,10,101
1996,11,22
1997,3,37
1997,4,85
1997,5,295
1997,6,585
1997,7,677
1997,8,710
1997,9,386
1997,10,59
1998,2,2
1998,3,3
1998,4,136
1998,5,428
1998,6,466
1998,7,519
1998,8,496
1998,9,421
1998,10,44
1999,4,187
1999,5,392
1999,6,592
1999,7,636
1999,8,600
1999,9,535
1999,10,84
1999,11,38
2000,3,39
2000,4,191
2000,5,458
2000,6,470
2000,7,497
2000,8,505
2000,9,290
2000,10,203
2001,4,41
2001,5,421
2001,6,570
2001,7,623
2001,8,545
2001,9,321
2001,10,189
2001,11,7
2002,3,31
2002,4,178
2002,5,479
2002,6,612
2002,7,629
2002,8,672
2002,9,429
2002,10,17
2003,3,52
2003,4,199
2003,5,346
2003,6,570
2003,7,667
2003,8,584
2003,9,389
2003,10,67
2003,11,5
2004,3,45
2004,4,185
2004,5,397
2004,6,509
2004,7,565
2004,8,603
2004,9,363
2004,10,53
2004,11,15
2005,3,56
2005,4,148
2005,5,306
2005,6,470
2005,7,606
2005,8,469
2005,9,358
2005,10,121
2005,11,60
2006,4,63
2006,5,363
2006,6,635
2006,7,643
2006,8,618
2006,9,438
2006,10,154
2006,11,9
2007,3,83
2007,4,250
2007,5,329
2007,6,627
2007,7,516
2007,8,546
2007,9,274
2007,10,107
2007,11,9
2008,4,203
2008,5,448
2008,6,546
2008,7,646
2008,8,459
2008,9,263
2008,10,99
2009,4,237
